,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
254,Bactiguard,377,BACTI B,SE0005878741,Aktie,Mid Cap,Sverige,Hälsovård,Medicinsk Utrustning
255,Scandi Standard,380,SCST,SE0005999760,Aktie,Mid Cap,Sverige,Dagligvaror,Livsmedel
256,Arctic Paper,381,ARP,PLARTPR00012,Aktie,Mid Cap,Sverige,Material,Skogsbolag
257,Besqab,382,BESQ,SE0005991411,Aktie,Small Cap,Sverige,Industri,Bostadsbyggnation
258,G5 Entertainment,383,G5EN,SE0001824004,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Gaming & Spel
259,Abliva,384,ABLI,SE0002575340,Aktie,Small Cap,Sverige,Hälsovård,Biotech
260,Oscar Properties,385,OP,SE0016278303,Aktie,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
261,Starbreeze B,386,STAR B,SE0005992831,Aktie,Small Cap,Sverige,Sällanköpsvaror,Gaming & Spel
262,Cell Impact,387,CI,SE0017885379,Aktie,First North,Sverige,Industri,Industrimaskiner
263,BIMobject,389,BIM,SE0011644376,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
264,Mendus,391,IMMU,SE0005003654,Aktie,Small Cap,Sverige,Hälsovård,Biotech
265,Polyplank,392,POLY,SE0005569290,Aktie,First North,Sverige,Industri,Energi & Återvinning
266,Fastator,393,FASTAT,SE0015407382,Aktie,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
267,Ages Industri,395,AGES B,SE0005799046,Aktie,First North,Sverige,Industri,Industrikomponenter
268,Clavister,397,CLAV,SE0005308558,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
269,Cortus Energy,398,CE,SE0001296542,Aktie,First North,Sverige,Kraftförsörjning,Bioenergi
270,Reato Group,400,REATO,SE0011415710,Aktie,First North,Sverige,Energi,Olja & Gas - Exploatering
271,Doxa,401,DOXA,SE0005624756,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
272,Hanza,403,HANZA,SE0005878543,Aktie,Mid Cap,Sverige,Industri,Affärskonsulter
273,Heliospectra,404,HELIO,SE0005933082,Aktie,First North,Sverige,Informationsteknik,Elektronisk Utrustning
274,Hexatronic,405,HTRO,SE0018040677,Aktie,Mid Cap,Sverige,Industri,Elektroniska komponenter
275,Kallebäck Property,407,KAPIAB,SE0005704079,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
276,Kambi,408,KAMBI,MT0000780107,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
277,Kentima,409,KENH,SE0005100757,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
278,Mavshack,411,MAV,SE0020998854,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
279,Irisity,412,IRIS,SE0005365681,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
280,NanoCap,414,NANOC B,SE0004020931,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
281,Nicoccino,415,NICO,SE0005506185,Aktie,First North,Sverige,Dagligvaror,Tobak
282,Clemondo,416,CLEM,SE0005504669,Aktie,First North,Sverige,Material,Kemikalier
283,ScandiDos,418,SDOS,SE0005768124,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
284,Scandinavian Enviro,419,SES,SE0005877560,Aktie,First North,Sverige,Industri,Energi & Återvinning
285,Advenica,420,ADVE,SE0006219473,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
286,Speqta,421,SPEQT,SE0017937279,Aktie,First North,Sverige,Informationsteknik,Internettjänster
287,LIDDS,422,LIDDS,SE0001958612,Aktie,First North,Sverige,Hälsovård,Biotech
288,Inwido,424,INWI,SE0006220018,Aktie,Mid Cap,Sverige,Industri,Byggmaterial
289,Gränges,426,GRNG,SE0006288015,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
290,Safeture,427,SFTR,SE0006117297,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
291,Thule,428,THULE,SE0006422390,Aktie,Large Cap,Sverige,Sällanköpsvaror,Bil & Motor
292,Sprint Bioscience,429,SPRINT,SE0006343745,Aktie,First North,Sverige,Hälsovård,Biotech
293,Humble Group,431,HUMBLE,SE0006261046,Aktie,First North,Sverige,Dagligvaror,Livsmedel
294,Bonzun,432,BONZUN,SE0017082506,Aktie,First North,Sverige,Hälsovård,Hälsovård & Hjälpmedel
295,Arcoma,433,ARCOMA,SE0006219176,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
296,PowerCell,434,PCELL,SE0006425815,Aktie,Mid Cap,Sverige,Kraftförsörjning,Förnybarenergi
297,Christian Berner Tech,436,CBTT B,SE0006143129,Aktie,Small Cap,Sverige,Industri,Industrikomponenter
298,Absolent Air Care,437,ABSO,SE0006256558,Aktie,First North,Sverige,Industri,Installation & VVS
299,Samhällsbyggnadsbolag B,438,SBB B,SE0009554454,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
300,Lifco,440,LIFCO B,SE0015949201,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
301,NP3 Fastigheter,441,NP3,SE0006342333,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
302,Blick Global,442,BLICK,SE0019172735,Aktie,Spotlight,Sverige,Sällanköpsvaror,Betting & Casino
303,Alteco Medical,443,ALTE,SE0005620408,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
304,BrainCool,446,BRAIN,SE0005731833,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
305,C Security,447,CSEC,SE0005991981,Aktie,Spotlight,Sverige,Informationsteknik,Säkerhet & Bevakning
306,DexTech Medical,449,DEX,SE0005881489,Aktie,Spotlight,Sverige,Hälsovård,Biotech
307,Igrene,450,ABI,SE0006091476,Aktie,Spotlight,Sverige,Energi,Olja & Gas - Exploatering
308,Premium Snacks,451,SNX,SE0006260865,Aktie,First North,Sverige,Dagligvaror,Livsmedel
309,Harm Reduction,452,NOHARM,SE0006261038,Aktie,Spotlight,Sverige,Dagligvaror,Tobak
310,Zenicor Medical,453,ZENI,SE0006343984,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
311,Gabather,454,GABA,SE0010869552,Aktie,First North,Sverige,Hälsovård,Biotech
312,Scandinavian Real Heart,458,HEART,SE0006256798,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
313,Greater Than,459,GREAT,SE0005881554,Aktie,First North,Sverige,Industri,Mätning & Analys
314,Ecoclime,460,ECC B,SE0012729937,Aktie,First North,Sverige,Industri,Energi & Återvinning
315,QBank,461,QBNK,SE0007278726,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
316,Phase Holographic,462,PHI,SE0005504636,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
317,Envirologic,465,ENVI B,SE0005704095,Aktie,Spotlight,Sverige,Industri,Industrimaskiner
318,EQL Pharma,466,EQL,SE0005497732,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
319,Tourn,468,TOURN,SE0005568482,Aktie,First North,Sverige,Sällanköpsvaror,Marknadsföring
320,Storytel,471,STORY B,SE0007439443,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
321,Motion Display,473,MODI,SE0005798923,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
322,OptiCept Technologies,474,OPTI,SE0005881786,Aktie,First North,Sverige,Dagligvaror,Jordbruk
323,Ortoma,475,ORT B,SE0005676103,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
324,ProstaLund,477,PLUN,SE0002372318,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
325,Saniona,478,SANION,SE0005794617,Aktie,Small Cap,Sverige,Hälsovård,Biotech
326,Serstech,479,SERT,SE0005365095,Aktie,First North,Sverige,Industri,Mätning & Analys
327,SyntheticMR,480,SYNT,SE0015987946,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
328,Guard Therapeutics,483,GUARD,SE0021181559,Aktie,First North,Sverige,Hälsovård,Biotech
329,Enzymatica,484,ENZY,SE0003943620,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
330,Spago Nanomedical,486,SPAGO,SE0004899474,Aktie,First North,Sverige,Hälsovård,Biotech
331,Sivers Semiconductors,489,SIVE,SE0003917798,Aktie,Small Cap,Sverige,Informationsteknik,Elektronik & Tillverkning
332,Safe at Sea,490,SAFE,SE0005308632,Aktie,Spotlight,Sverige,Industri,Industrimaskiner
333,Recyctec,491,RECY B,SE0014808978,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
334,Angler Gaming,492,ANGL,MT0000650102,Aktie,Spotlight,Sverige,Sällanköpsvaror,Betting & Casino
335,Beowulf Mining,494,BEO SDB,SE0002457796,Aktie,Spotlight,Sverige,Material,Gruv - Prospekt & Drift
336,Peptonic Medical,495,PMED,SE0005962206,Aktie,Spotlight,Sverige,Hälsovård,Biotech
337,ECOMB,497,ECOM,SE0004051068,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
338,EcoRub,498,ECO B,SE0003273531,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
339,Alphahelix,499,ALPH,SE0000885501,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
340,Amnode,500,AMNO,SE0014609194,Aktie,Spotlight,Sverige,Industri,Industrikomponenter
341,Amhult 2,501,AMH2 B,SE0001356932,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
342,Umida,502,UMIDA B,SE0009190788,Aktie,Spotlight,Sverige,Dagligvaror,Bryggeri
343,AQ Group,505,AQ,SE0000772956,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
344,AroCell,506,AROC,SE0003883990,Aktie,First North,Sverige,Hälsovård,Biotech
345,Qlosr Group,507,QLOSR B,SE0018169195,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
346,Botnia Exploration,508,BOTX,SE0010494708,Aktie,First North,Sverige,Material,Gruv - Prospekt & Drift
347,EasyFill,509,EASY B,SE0002039222,Aktie,Spotlight,Sverige,Industri,Bygginredning
348,European institute,510,EURI B,SE0020357457,Aktie,Spotlight,Sverige,Hälsovård,Biotech
349,Gullberg & Jansson,511,GJAB,SE0004576346,Aktie,Spotlight,Sverige,Industri,Installation & VVS
350,Safe Lane Gaming,512,SLG B,SE0020552297,Aktie,NGM,Sverige,Sällanköpsvaror,Gaming & Spel
351,Slottsviken B,517,SLOTT B,SE0018012411,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
352,Bahnhof,520,BAHN B,SE0010442418,Aktie,First North,Sverige,Telekommunikation,Bredband & Telefoni
353,Clinical Laserthermia,521,CLS B,SE0002756130,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
354,Bogio Technologies,522,BOGIO,SE0002017707,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
355,Latvian Forest,523,LATF B,SE0003883008,Aktie,Spotlight,Sverige,Material,Skogsbolag
356,Medfield,524,MEDF,SE0004479046,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
357,Acroud,525,ACROUD,SE0001863291,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
358,Wonderful Times,527,WTG,SE0006028577,Aktie,Spotlight,Sverige,Sällanköpsvaror,Fritid & Sport
359,iZafe,528,IZAFE B,SE0003656834,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
360,Miris,529,MIR,SE0015657820,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
361,Consensus,530,CAM B,SE0015191739,Aktie,Spotlight,Sverige,Finans & Fastighet,Kapitalförvaltning
362,SensoDetect,531,SDET,SE0003037456,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
363,HomeMaid,534,HOME B,SE0001426131,Aktie,Spotlight,Sverige,Sällanköpsvaror,Konsumentservice
364,Medimi,538,MEDIMI,SE0001860511,Aktie,Spotlight,Sverige,Hälsovård,Hälsovård & Hjälpmedel
365,NGS Group,540,NGS,SE0009947708,Aktie,Small Cap,Sverige,Industri,Bemanning
366,Transferator A,541,TRAN A,SE0017911233,Aktie,Spotlight,Sverige,Finans & Fastighet,Investmentbolag
367,Everysport,542,EVERY,SE0016127831,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
368,Exalt,544,EXALT,SE0005223542,Aktie,Spotlight,Sverige,Telekommunikation,Telekomtjänster
369,Syncro,545,SYNC B,SE0014956306,Aktie,Spotlight,Sverige,Industri,Affärskonsulter
370,Respiratorius,546,RESP,SE0004550192,Aktie,Spotlight,Sverige,Hälsovård,Biotech
371,Eurocine Vaccines,548,EUCI,SE0015382155,Aktie,Spotlight,Sverige,Hälsovård,Biotech
372,Future Gaming,549,FGG,SE0018013922,Aktie,Spotlight,Sverige,Sällanköpsvaror,Betting & Casino
373,WntResearch,550,WNT,SE0003553130,Aktie,Spotlight,Sverige,Hälsovård,Biotech
374,Sustainion,551,SUSG,SE0002067421,Aktie,Spotlight,Sverige,Informationsteknik,Säkerhet & Bevakning
375,PharmaLundensis,553,PHAL,SE0003359710,Aktie,Spotlight,Sverige,Hälsovård,Biotech
376,Star Vault,555,STVA B,SE0002149369,Aktie,NGM,Sverige,Sällanköpsvaror,Gaming & Spel
377,Railcare,557,RAIL,SE0010441139,Aktie,Small Cap,Sverige,Industri,Stödtjänster & Service
378,NFO Drives,558,NFO,SE0015193800,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
379,Lovisagruvan,559,LOVI,SE0000418873,Aktie,Spotlight,Sverige,Material,Gruv - Prospekt & Drift
380,FX International,560,FXI,SE0003787555,Aktie,Spotlight,Sverige,Finans & Fastighet,Kapitalförvaltning
381,Novus,562,NOVU,SE0001989260,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
382,Taurus Energy,564,TAUR B,SE0001075102,Aktie,Spotlight,Sverige,Kraftförsörjning,Bioenergi
383,QuiaPEG Pharmaceuticals,565,QUIA,SE0020678159,Aktie,First North,Sverige,Hälsovård,Läkemedel
384,Micropos Medical,567,MPOS,SE0002834507,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
385,Senzime,569,SEZI,SE0002478776,Aktie,Small Cap,Sverige,Hälsovård,Medicinsk Utrustning
386,Kopparbergs,570,KOBR B,SE0000500779,Aktie,NGM,Sverige,Dagligvaror,Bryggeri
387,Crown Energy,571,CRWN,SE0004210854,Aktie,NGM,Sverige,Energi,Olja & Gas - Exploatering
388,Sotkamo Silver,572,SOSI,SE0001057910,Aktie,NGM,Sverige,Material,Gruv - Guld & Silver
389,LC-Tec,576,LCT,SE0000619371,Aktie,NGM,Sverige,Informationsteknik,Datorer & Hårdvara
390,Glycorex Transplantation,577,GTAB B,SE0000524530,Aktie,NGM,Sverige,Hälsovård,Medicinsk Utrustning
391,AIK Fotboll,578,AIK B,SE0000598278,Aktie,NGM,Sverige,Sällanköpsvaror,Fritid & Sport
392,Sileon,579,SILEON,SE0013108867,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
393,Guideline Geo,580,GGEO,SE0005562014,Aktie,First North,Sverige,Material,Gruv - Service
394,Obducat,581,OBDU B,SE0000514705,Aktie,NGM,Sverige,Informationsteknik,Elektronik & Tillverkning
395,Grangex,582,GRANGX,SE0018014243,Aktie,NGM,Sverige,Industri,Energi & Återvinning
396,KebNi,583,KEBNI B,SE0012904803,Aktie,First North,Sverige,Informationsteknik,Kommunikation
397,Hedera,585,HEGR,SE0007815113,Aktie,First North,Sverige,Industri,Bemanning
398,Briox,586,BRIX,SE0008588131,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
399,Free2Move,587,F2M,SE0011414283,Aktie,NGM,Sverige,Telekommunikation,Telekomtjänster
400,LightAir,588,LAIR,SE0008963888,Aktie,NGM,Sverige,Industri,Installation & VVS
401,Fortnox,589,FNOX,SE0017161243,Aktie,Large Cap,Sverige,Informationsteknik,Affärs- & IT-System
402,Zinzino,594,ZZ B,SE0002480442,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
403,Lundin Gold,595,LUG,CA5503711080,Aktie,Large Cap,Sverige,Material,Gruv - Guld & Silver
404,Eltel,596,ELTEL,SE0006509949,Aktie,Small Cap,Sverige,Industri,Installation & VVS
405,Byggmästare AJ Ahlström,598,AJA B,SE0006510491,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
406,Freja eID,601,FREJA,SE0015950308,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
407,Dustin Group,602,DUST,SE0006625471,Aktie,Mid Cap,Sverige,Informationsteknik,Datorer & Hårdvara
408,OrganoClick,605,ORGC,SE0006510335,Aktie,First North,Sverige,Material,Kemikalier
409,Acrinova A,607,ACRI A,SE0015660014,Aktie,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
410,Corem Property Pref,608,CORE PREF,SE0010714311,Pref,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
411,ALM Equity Pref,618,ALM PREF,SE0004109627,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
412,Oscar Properties Pref,619,OP PREF,SE0016278311,Pref,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
413,Sdiptech Pref,623,SDIP PREF,SE0006758348,Pref,Mid Cap,Sverige,Industri,Installation & VVS
414,OMX Stockholm 30,627,OMXS30,SE0000337842,Index,Index,Sverige,N/A,N/A
415,OMX Stockholm 30 GI,637,OMXS30GI,SE0002402800,Index GI,Index,Sverige,N/A,N/A
416,OMX Stockholm PI,638,OMXSPI,SE0000744195,Index,Index,Sverige,N/A,N/A
417,OMX Stockholm GI,639,OMXSGI,SE0002416156,Index GI,Index,Sverige,N/A,N/A
418,OMX Stockholm 50 EW,640,OMXS50EW,SE0002204800,Index GI,Index,Sverige,N/A,N/A
419,OMX Stockholm 60 GI,641,OMXS60,SE0002905984,Index GI,Index,Sverige,N/A,N/A
420,OMX Stockholm 60,642,OMXS60PI,SE0002905992,Index GI,Index,Sverige,N/A,N/A
421,OMX Large Cap,643,OMXSLCPI,SE0001775784,Index GI,Index,Sverige,N/A,N/A
422,OMX Mid Cap,644,OMXSMCPI,SE0001775800,Index GI,Index,Sverige,N/A,N/A
423,OMX Small Cap,645,OMXSSCPI,SE0001775891,Index GI,Index,Sverige,N/A,N/A
424,OMXS Energy,646,SX60PI,SE0004383263,SectorIndex,Index,Sverige,N/A,N/A
425,OMXS Materials,647,SX55PI,SE0004383313,SectorIndex,Index,Sverige,N/A,N/A
426,OMXS Industrials,648,SX50PI,SE0004383388,SectorIndex,Index,Sverige,N/A,N/A
427,OMXS Consumer Staples,649,SX45PI,SE0014557351,SectorIndex,Index,Sverige,N/A,N/A
428,OMXS Health Care,650,SX20PI,SE0004383594,SectorIndex,Index,Sverige,N/A,N/A
429,OMXS Consumer Discretionary,651,SX40PI,SE0014557260,SectorIndex,Index,Sverige,N/A,N/A
430,OMXS Telecom,652,SX15PI,SE0004383701,SectorIndex,Index,Sverige,N/A,N/A
431,OMXS Utilities,653,SX65PI,SE0004383743,SectorIndex,Index,Sverige,N/A,N/A
432,OMXS Financials,654,SX30PI,SE0004383784,SectorIndex,Index,Sverige,N/A,N/A
433,OMXS Technology,655,SX10PI,SE0004383891,SectorIndex,Index,Sverige,N/A,N/A
434,OMX Helsinki 25,656,OMXH25,FI0008900212,Index,Index,Finland,N/A,N/A
435,OMX Helsinki 15,657,OMXH15,SE0003271329,Index GI,Index,Finland,N/A,N/A
436,OMX Helsinki PI,658,OMXHPI,FI0008900006,Index,Index,Finland,N/A,N/A
437,OMX Helsinki GI,659,OMXHGI,FI0008900220,Index GI,Index,Finland,N/A,N/A
438,OMX Large Cap,660,OMXHLCPI,SE0001775719,Index GI,Index,Finland,N/A,N/A
439,OMX Mid Cap,661,OMXHMCPI,SE0001775735,Index GI,Index,Finland,N/A,N/A
440,OMX Small Cap,662,OMXHSCPI,SE0001775750,Index GI,Index,Finland,N/A,N/A
441,OMXH Oil&Gas,663,HX0001PI,FI4000034020,SectorIndex,Index,Finland,N/A,N/A
442,OMXH Materials,664,HX1000PI,FI4000034079,SectorIndex,Index,Finland,N/A,N/A
443,OMXH Industrial,665,HX2000PI,FI4000034145,SectorIndex,Index,Finland,N/A,N/A
444,OMXH Consumer,666,HX3000PI,FI4000034244,SectorIndex,Index,Finland,N/A,N/A
445,OMXH Health,667,HX4000PI,FI4000034350,SectorIndex,Index,Finland,N/A,N/A
446,OMXH Services,668,HX5000PI,FI4000034392,SectorIndex,Index,Finland,N/A,N/A
447,OMXH Telecom,669,HX6000PI,FI4000034475,SectorIndex,Index,Finland,N/A,N/A
448,OMXH Utilities,670,HX7000PI,FI4000034517,SectorIndex,Index,Finland,N/A,N/A
449,OMXH Financials,671,HX8000PI,FI4000034558,SectorIndex,Index,Finland,N/A,N/A
450,OMXH Technology,672,HX9000PI,FI4000034665,SectorIndex,Index,Finland,N/A,N/A
451,Cargotec,674,CGCBV,FI0009013429,Aktie,Large Cap,Finland,Industri,Tåg- & Lastbilstransport
452,Citycon,675,CTY1S,FI4000369947,Aktie,Large Cap,Finland,Finans & Fastighet,Fastighetsbolag
453,Elisa,676,ELISA,FI0009007884,Aktie,Large Cap,Finland,Telekommunikation,Bredband & Telefoni
454,Fiskars,677,FSKRS,FI0009000400,Aktie,Large Cap,Finland,Sällanköpsvaror,Hemelektronik
455,Fortum,678,FORTUM,FI0009007132,Aktie,Large Cap,Finland,Kraftförsörjning,Elförsörjning
456,Huhtamäki,679,HUH1V,FI0009000459,Aktie,Large Cap,Finland,Material,Förpackning
457,Kemira,680,KEMIRA,FI0009004824,Aktie,Large Cap,Finland,Material,Kemikalier
458,Kesko B,681,KESKOB,FI0009000202,Aktie,Large Cap,Finland,Dagligvaror,Livsmedelsbutiker
459,KONE,682,KNEBV,FI0009013403,Aktie,Large Cap,Finland,Industri,Installation & VVS
460,Konecranes,683,KCR,FI0009005870,Aktie,Large Cap,Finland,Industri,Industrimaskiner
461,Neste,685,NESTE,FI0009013296,Aktie,Large Cap,Finland,Energi,Olja & Gas - Försäljning
462,Nokia,686,NOKIA,FI0009000681,Aktie,Large Cap,Finland,Informationsteknik,Kommunikation
463,Nokian Renkaat,687,TYRES,FI0009005318,Aktie,Large Cap,Finland,Sällanköpsvaror,Bil & Motor
464,Nordea Bank,688,NDA FI,FI4000297767,Aktie,Large Cap,Finland,Finans & Fastighet,Banker
465,Orion B,689,ORNBV,FI0009014377,Aktie,Large Cap,Finland,Hälsovård,Läkemedel
466,Outokumpu,690,OUT1V,FI0009002422,Aktie,Large Cap,Finland,Material,Gruv - Industrimetaller
467,Metso,691,METSO,FI0009014575,Aktie,Large Cap,Finland,Material,Gruv - Industrimetaller
468,Sampo,692,SAMPO,FI4000552500,Aktie,Large Cap,Finland,Finans & Fastighet,Försäkring
469,Sanoma,693,SANOMA,FI0009007694,Aktie,Large Cap,Finland,Sällanköpsvaror,Media & Publicering
470,SSAB B,695,SSABBH,SE0000120669,Aktie,Large Cap,Finland,Material,Gruv - Industrimetaller
471,Stora Enso R,696,STERV,FI0009005961,Aktie,Large Cap,Finland,Material,Skogsbolag
472,Telia Company,697,TELIA1,SE0000667925,Aktie,Large Cap,Finland,Telekommunikation,Bredband & Telefoni
473,TietoEVRY,698,TIETO,FI0009000277,Aktie,Large Cap,Finland,Informationsteknik,IT-Konsulter
474,UPM-Kymmene,699,UPM,FI0009005987,Aktie,Large Cap,Finland,Material,Skogsbolag
475,Valmet,700,VALMT,FI4000074984,Aktie,Large Cap,Finland,Industri,Industrimaskiner
476,Wärtsilä,701,WRT1V,FI0009003727,Aktie,Large Cap,Finland,Kraftförsörjning,Elförsörjning
477,YIT Corporation,702,YIT,FI0009800643,Aktie,Mid Cap,Finland,Industri,Byggnation & Infrastruktur
478,Aktia Bank,704,AKTIA,FI4000058870,Aktie,Mid Cap,Finland,Finans & Fastighet,Banker
479,Caverion,705,CAV1V,FI4000062781,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
480,Oriola B,706,OKDBV,FI0009014351,Aktie,Mid Cap,Finland,Dagligvaror,Apotek
481,Atria,709,ATRAV,FI0009006548,Aktie,Mid Cap,Finland,Dagligvaror,Livsmedel
482,K2A Knaust & Andersson Pref,711,K2A PREF,SE0006852075,Pref,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
483,Volati Pref,712,VOLO PREF,SE0009143670,Pref,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
484,Aspo,713,ASPO,FI0009008072,Aktie,Mid Cap,Finland,Material,Kemikalier
485,Alma Media,714,ALMA,FI0009013114,Aktie,Mid Cap,Finland,Sällanköpsvaror,Media & Publicering
486,Bittium,716,BITTI,FI0009007264,Aktie,Mid Cap,Finland,Informationsteknik,Kommunikation
487,Finnair,717,FIA1S,FI0009003230,Aktie,Mid Cap,Finland,Industri,Flygtransport
488,WithSecure,719,WITH,FI4000519228,Aktie,Mid Cap,Finland,Informationsteknik,Säkerhet & Bevakning
489,Lassila & Tikanoja,720,LAT1V,FI0009010854,Aktie,Mid Cap,Finland,Industri,Energi & Återvinning
490,HKScan,722,HKSAV,FI0009006308,Aktie,Small Cap,Finland,Dagligvaror,Livsmedel
491,Metsä Board B,723,METSB,FI0009000665,Aktie,Large Cap,Finland,Material,Skogsbolag
492,Olvi,724,OLVAS,FI0009900401,Aktie,Mid Cap,Finland,Dagligvaror,Bryggeri
493,Ponsse 1,726,PON1V,FI0009005078,Aktie,Mid Cap,Finland,Industri,Industrimaskiner
494,Raisio K,728,RAIKV,FI0009800395,Aktie,Prelist,Finland,Dagligvaror,Livsmedel
495,Rapala,729,RAP1V,FI0009007355,Aktie,Mid Cap,Finland,Sällanköpsvaror,Fritid & Sport
496,SRV Group,731,SRV1V,FI4000523675,Aktie,Small Cap,Finland,Industri,Byggnation & Infrastruktur
497,Stockmann,732,STOCKA,FI0009000251,Aktie,Mid Cap,Finland,Sällanköpsvaror,Detaljhandel
498,Uponor,735,UPONOR,FI0009002158,Aktie,Large Cap,Finland,Industri,Installation & VVS
499,Vaisala,736,VAIAS,FI0009900682,Aktie,Large Cap,Finland,Industri,Mätning & Analys
500,Viking Line,737,VIK1V,FI0009005250,Aktie,Mid Cap,Finland,Industri,Sjöfart & Rederi
501,Pandox,738,PNDX B,SE0007100359,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
502,Alimak,739,ALIG,SE0007158910,Aktie,Mid Cap,Sverige,Industri,Installation & VVS
503,Norion Bank,740,NORION,SE0017831795,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
504,Coor Service Management,741,COOR,SE0007158829,Aktie,Mid Cap,Sverige,Industri,Stödtjänster & Service
505,Hoist Finance,742,HOFI,SE0006887063,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
506,Tobii,745,TOBII,SE0002591420,Aktie,Small Cap,Sverige,Informationsteknik,Biometri
507,Troax Group,746,TROAX,SE0012729366,Aktie,Large Cap,Sverige,Industri,Installation & VVS
508,Cantargia,748,CANTA,SE0006371126,Aktie,Small Cap,Sverige,Hälsovård,Biotech
509,Corline Biomedical,749,CLBIO,SE0006887451,Aktie,First North,Sverige,Hälsovård,Läkemedel
510,Evolution,750,EVO,SE0012673267,Aktie,Large Cap,Sverige,Sällanköpsvaror,Betting & Casino
511,Gaming Corps,751,GCOR,SE0014694691,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
512,Heimstaden Pref,752,HEIM PREF,SE0015949037,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
513,Inission,754,INISS B,SE0016275069,Aktie,First North,Sverige,Informationsteknik,Elektronisk Utrustning
